date,service_hrs,kitchen_hrs,dishwasher_hrs,service_per,kitchen_per,dishwasher_per,total_per,total_hrs
2020-12-29,6,12,0,0,0,0,0,18
2020-12-30,6,22,6,0,0,0,0,34
2020-12-31,13,25,6,0,0,0,0,44
2021-01-01,12,2,4,0,0,0,0,18
2021-01-02,0,0,0,0,0,0,0,0
2021-01-03,0,0,0,0,0,0,0,0
2021-01-04,0,0,0,0,0,0,0,0
2021-01-05,6,0,0,0,0,0,0,6
2021-01-06,0,0,0,0,0,0,0,0
2021-01-07,0,0,0,0,0,0,0,0
2021-01-08,4,0,0,0,0,0,0,4
2021-01-09,5,0,0,0,0,0,0,5
2021-01-10,0,0,0,0,0,0,0,0
2021-01-11,4,0,0,0,0,0,0,4
2021-01-12,5,0,0,0,0,0,0,5
2021-01-13,0,0,0,0,0,0,0,0
2021-01-14,0,0,0,0,0,0,0,0
2021-01-15,0,0,0,0,0,0,0,0
2021-01-16,2,0,0,0,0,0,0,2
2021-01-17,0,0,0,0,0,0,0,0
2021-01-18,0,0,0,0,0,0,0,0
2021-01-19,0,0,0,0,0,0,0,0
2021-01-20,0,0,0,0,0,0,0,0
2021-01-21,0,0,0,0,0,0,0,0
2021-01-22,2,0,0,0,0,0,0,2
2021-01-23,1,0,0,0,0,0,0,1
2021-01-24,0,0,0,0,0,0,0,0
2021-01-25,0,0,0,0,0,0,0,0
2021-01-26,0,0,0,0,0,0,0,0
2021-01-27,0,0,0,0,0,0,0,0
2021-01-28,0,0,0,0,0,0,0,0
2021-01-29,1,0,0,0,0,0,0,1
2021-01-30,2,0,0,0,0,0,0,2
2021-01-31,0,0,0,0,0,0,0,0
2021-02-01,0,0,0,0,0,0,0,0
2021-02-02,0,0,0,0,0,0,0,0
2021-02-03,0,0,0,0,0,0,0,0
2021-02-04,0,0,0,0,0,0,0,0
2021-02-05,0,0,0,0,0,0,0,0
2021-02-06,0,0,0,0,0,0,0,0
2021-02-07,0,0,0,0,0,0,0,0
2021-02-08,0,0,0,0,0,0,0,0
2021-02-09,0,0,0,0,0,0,0,0
2021-02-10,0,0,0,0,0,0,0,0
2021-02-11,0,0,0,0,0,0,0,0
2021-02-12,0,0,0,0,0,0,0,0
2021-02-13,0,0,0,0,0,0,0,0
2021-02-14,0,0,0,0,0,0,0,0
2021-02-15,0,0,0,0,0,0,0,0
2021-02-16,0,0,0,0,0,0,0,0
2021-02-17,0,0,0,0,0,0,0,0
2021-02-18,0,0,0,0,0,0,0,0
2021-02-19,0,0,0,0,0,0,0,0
2021-02-20,0,0,0,0,0,0,0,0
2021-02-21,0,0,0,0,0,0,0,0
2021-02-22,0,0,0,0,0,0,0,0
2021-02-23,0,0,0,0,0,0,0,0
2021-02-24,0,0,0,0,0,0,0,0
2021-02-25,0,0,0,0,0,0,0,0
2021-02-26,0,0,0,0,0,0,0,0
2021-02-27,0,0,0,0,0,0,0,0
2021-02-28,0,0,0,0,0,0,0,0
2021-03-01,0,0,0,0,0,0,0,0
2021-03-02,0,0,0,0,0,0,0,0
2021-03-03,0,0,0,0,0,0,0,0
2021-03-04,0,0,0,0,0,0,0,0
2021-03-05,0,0,0,0,0,0,0,0
2021-03-06,0,0,0,0,0,0,0,0
2021-03-07,0,0,0,0,0,0,0,0
2021-03-08,0,0,0,0,0,0,0,0
2021-03-09,0,0,0,0,0,0,0,0
2021-03-10,0,0,0,0,0,0,0,0
2021-03-11,0,0,0,0,0,0,0,0
2021-03-12,0,0,0,0,0,0,0,0
2021-03-13,0,0,0,0,0,0,0,0
2021-03-14,0,0,0,0,0,0,0,0
2021-03-15,0,0,0,0,0,0,0,0
2021-03-16,0,0,0,0,0,0,0,0
2021-03-17,0,0,0,0,0,0,0,0
2021-03-18,0,0,0,0,0,0,0,0
2021-03-19,0,0,0,0,0,0,0,0
2021-03-20,0,0,0,0,0,0,0,0
2021-03-21,0,0,0,0,0,0,0,0
2021-03-22,0,0,0,0,0,0,0,0
2021-03-23,0,0,0,0,0,0,0,0
2021-03-24,0,0,0,0,0,0,0,0
2021-03-25,6,8,6,0,0,0,0,20
2021-03-26,0,0,0,0,0,0,0,0
2021-03-27,2,0,0,0,0,0,0,2
2021-03-28,0,0,0,0,0,0,0,0
2021-03-29,0,0,0,0,0,0,0,0
2021-03-30,0,0,0,0,0,0,0,0
2021-03-31,0,6,0,0,0,0,0,6
2021-04-01,0,0,0,0,0,0,0,0
2021-04-02,0,0,0,0,0,0,0,0
2021-04-03,0,0,0,0,0,0,0,0
2021-04-04,15,8,7,0,0,0,0,30
2021-04-05,1,5,0,0,0,0,0,6
2021-04-06,0,6,6,0,0,0,0,12
2021-04-07,0,0,0,0,0,0,0,0
2021-04-08,0,0,0,0,0,0,0,0
2021-04-09,0,0,0,0,0,0,0,0
2021-04-10,0,0,0,0,0,0,0,0
2021-04-11,0,0,0,0,0,0,0,0
2021-04-12,0,0,0,0,0,0,0,0
2021-04-13,0,0,0,0,0,0,0,0
2021-04-14,0,0,0,0,0,0,0,0
2021-04-15,0,0,0,0,0,0,0,0
2021-04-16,0,6,0,0,0,0,0,6
2021-04-17,0,0,0,0,0,0,0,0
2021-04-18,0,0,0,0,0,0,0,0
2021-04-19,0,0,0,0,0,0,0,0
2021-04-20,0,0,0,0,0,0,0,0
2021-04-21,0,0,0,0,0,0,0,0
2021-04-22,0,0,0,0,0,0,0,0
2021-04-23,0,6,0,0,0,0,0,6
2021-04-24,0,5,0,0,0,0,0,5
2021-04-25,3,0,0,0,0,0,0,3
2021-04-26,6,10,6,0,0,0,0,22
2021-04-27,5,0,0,0,0,0,0,5
2021-04-28,25,18,9,36,25,8,69,52
2021-04-29,18,20,0,239,222,0,461,38
2021-04-30,20,25,8,0,0,0,0,53
2021-05-01,26,39,0,14,19,0,33,65
2021-05-02,22,30,8,15,18,3,36,60
2021-05-03,23,22,17,16,14,8,38,62
2021-05-04,26,14,7,70,34,11,115,47
2021-05-05,21,10,8,65,26,14,105,39
2021-05-06,13,23,0,13,18,0,31,36
2021-05-07,13,31,8,7,15,3,25,52
2021-05-08,18,30,8,15,24,5,44,56
2021-05-09,30,31,10,14,13,3,30,71
2021-05-10,14,20,10,22,34,11,67,44
2021-05-11,11,16,8,10,17,5,32,35
2021-05-12,15,14,8,18,15,6,39,37
2021-05-13,26,29,15,15,18,7,40,70
2021-05-14,28,33,8,12,15,3,30,69
2021-05-15,26,25,8,13,11,3,27,59
2021-05-16,31,22,8,13,10,3,26,61
2021-05-17,32,14,7,35,26,7,68,53
2021-05-18,19,13,8,24,19,6,49,40
2021-05-19,16,25,13,21,37,13,71,54
2021-05-20,22,30,18,11,13,7,31,70
2021-05-21,30,38,9,16,21,4,41,77
2021-05-22,36,27,8,16,12,3,31,71
2021-05-23,25,39,18,11,19,7,37,82
2021-05-24,30,39,10,16,24,4,44,79
2021-05-25,36,21,9,24,17,5,46,66
2021-05-26,24,25,10,18,17,5,40,59
2021-05-27,8,27,14,5,15,6,26,49
2021-05-28,42,34,10,18,15,3,36,86
2021-05-29,25,31,14,6,8,3,17,70
2021-05-30,27,44,16,6,10,3,19,87
2021-05-31,36,37,10,13,14,3,30,83
2021-06-01,41,35,13,18,13,4,35,89
2021-06-02,41,36,13,17,14,5,36,90
2021-06-03,38,40,13,14,15,4,33,91
2021-06-04,50,36,12,22,14,3,39,98
2021-06-05,73,49,30,12,8,3,23,152
2021-06-06,77,51,29,14,10,2,26,157
2021-06-07,62,41,32,16,11,3,30,135
2021-06-08,61,40,26,18,13,2,33,127
2021-06-09,55,44,24,18,14,6,38,123
2021-06-10,63,42,21,15,11,4,30,126
2021-06-11,70,44,30,15,10,4,29,144
2021-06-12,74,54,35,11,9,3,23,163
2021-06-13,69,51,27,10,8,2,20,147
2021-06-14,56,42,21,17,13,3,33,119
2021-06-15,61,41,28,16,11,3,30,130
2021-06-16,61,38,27,15,11,4,30,126
2021-06-17,64,39,33,14,10,5,29,136
2021-06-18,64,45,34,15,12,5,32,143
2021-06-19,78,49,38,11,7,4,22,165
2021-06-20,70,50,30,10,7,3,20,150
2021-06-21,60,38,21,22,14,4,40,119
2021-06-22,40,39,29,11,12,3,26,108
2021-06-23,45,42,28,9,11,4,24,115
2021-06-24,75,41,32,15,9,4,28,148
2021-06-25,82,40,34,13,7,4,24,156
2021-06-26,106,57,33,10,7,3,20,196
2021-06-27,86,62,34,11,11,2,24,182
2021-06-28,67,46,31,10,9,2,21,144
2021-06-29,70,41,34,10,9,3,22,145
2021-06-30,73,48,31,17,17,6,40,152
2021-07-01,88,53,38,14,13,7,34,179
2021-07-02,89,58,38,11,9,4,24,185
2021-07-03,138,80,36,9,8,3,20,254
2021-07-04,88,65,26,10,11,2,23,179
2021-07-05,72,51,25,9,9,3,21,148
2021-07-06,88,48,28,14,10,4,28,164
2021-07-07,75,45,34,12,11,5,28,154
2021-07-08,85,44,39,13,9,5,27,168
2021-07-09,109,77,35,12,10,3,25,221
2021-07-10,116,73,32,13,8,3,24,221
2021-07-11,85,61,24,9,10,3,22,170
2021-07-12,68,47,16,12,10,2,24,131
2021-07-13,88,47,33,14,9,4,27,168
2021-07-14,82,52,36,15,13,5,33,170
2021-07-15,78,58,42,11,14,6,31,178
2021-07-16,121,72,42,14,11,5,30,235
2021-07-17,117,89,46,9,10,3,22,252
2021-07-18,117,61,29,12,8,3,23,207
2021-07-19,81,51,24,10,9,3,22,156
2021-07-20,97,40,37,14,7,3,24,174
2021-07-21,73,57,35,9,10,4,23,165
2021-07-22,86,44,37,9,7,5,21,167
2021-07-23,93,75,41,10,11,4,25,209
2021-07-24,80,74,40,8,11,4,23,194
2021-07-25,91,57,27,7,8,3,18,175
2021-07-26,95,49,22,10,8,2,20,166
2021-07-27,87,47,32,10,10,5,25,166
2021-07-28,98,54,37,11,9,5,25,189
2021-07-29,110,50,40,11,8,5,24,200
2021-07-30,95,70,41,8,10,5,23,206
2021-07-31,102,77,40,6,9,4,19,219
2021-08-01,78,48,29,7,7,3,17,155
2021-08-02,81,56,24,10,10,3,23,161
2021-08-03,98,56,31,10,9,4,23,185
2021-08-04,80,54,32,6,9,4,19,166
2021-08-05,92,55,41,8,8,5,21,188
2021-08-06,128,56,34,9,8,4,21,218
2021-08-07,96,75,29,7,11,3,21,200
2021-08-08,92,67,30,6,10,3,19,189
2021-08-09,113,53,25,10,9,3,22,191
2021-08-10,67,50,31,8,9,4,21,148
2021-08-11,70,53,24,8,8,3,19,147
2021-08-12,100,58,40,10,9,4,23,198
2021-08-13,137,55,42,11,8,4,23,234
2021-08-14,139,66,33,6,7,3,16,238
2021-08-15,80,67,24,7,8,2,17,171
2021-08-16,107,47,24,13,8,3,24,178
2021-08-17,73,49,38,9,10,6,25,160
2021-08-18,58,47,37,8,8,5,21,142
2021-08-19,95,46,41,11,8,6,25,182
2021-08-20,103,71,34,9,10,4,23,208
2021-08-21,158,63,40,7,7,3,17,261
2021-08-22,101,58,29,8,8,3,19,188
2021-08-23,82,67,26,6,10,2,18,175
2021-08-24,69,57,37,9,12,6,27,163
2021-08-25,94,58,37,11,9,4,24,189
2021-08-26,93,57,41,9,9,5,23,191
2021-08-27,106,69,40,10,9,4,23,215
2021-08-28,122,69,31,8,7,3,18,222
2021-08-29,96,57,31,7,9,4,20,184
2021-08-30,106,53,22,14,8,3,25,181
2021-08-31,85,54,36,13,10,5,28,175
2021-09-01,104,54,38,11,9,5,25,196
2021-09-02,100,56,37,14,9,5,28,193
2021-09-03,115,69,35,11,8,3,22,219
2021-09-04,128,65,32,8,6,2,16,225
2021-09-05,116,61,43,6,7,4,17,220
2021-09-06,84,61,28,11,11,3,25,173
2021-09-07,95,50,37,10,8,4,22,182
2021-09-08,79,53,38,13,10,4,27,170
2021-09-09,90,55,42,10,10,6,26,187
2021-09-10,101,72,34,11,10,4,25,207
2021-09-11,122,69,29,12,9,3,24,220
2021-09-12,108,78,33,8,12,4,24,219
2021-09-13,90,54,22,11,11,3,25,166
2021-09-14,97,51,36,14,10,5,29,184
2021-09-15,97,49,36,16,11,6,33,182
2021-09-16,80,51,38,12,10,5,27,169
2021-09-17,96,59,40,10,8,4,22,195
2021-09-18,121,80,40,8,8,3,19,241
2021-09-19,111,69,29,10,9,2,21,209
2021-09-20,82,64,21,8,8,2,18,167
2021-09-21,115,57,25,13,8,3,24,197
2021-09-22,101,56,39,11,9,4,24,196
2021-09-23,83,57,41,10,11,6,27,181
2021-09-24,133,61,42,11,8,4,23,236
2021-09-25,144,59,47,9,6,3,18,250
2021-09-26,132,77,34,8,8,3,19,243
2021-09-27,103,72,31,12,10,3,25,206
2021-09-28,105,57,32,11,8,3,22,194
2021-09-29,112,43,35,16,7,4,27,190
2021-09-30,84,58,38,17,14,7,38,180
2021-10-01,106,77,39,188,203,80,471,222
2021-10-02,120,90,41,8,10,3,21,251
2021-10-03,111,72,43,8,9,3,20,226
2021-10-04,94,59,30,13,10,3,26,183
2021-10-05,91,52,37,16,10,6,32,180
2021-10-06,92,61,29,13,10,4,27,182
2021-10-07,100,56,39,13,9,4,26,195
2021-10-08,109,72,43,10,9,4,23,224
2021-10-09,137,74,41,9,7,3,19,252
2021-10-10,128,71,34,10,9,3,22,233
2021-10-11,91,62,27,11,10,3,24,180
2021-10-12,95,52,37,16,10,5,31,184
2021-10-13,85,56,35,14,9,5,28,176
2021-10-14,92,65,33,10,8,3,21,190
2021-10-15,123,59,44,10,7,3,20,226
2021-10-16,139,77,45,9,8,3,20,261
2021-10-17,119,83,42,9,10,4,23,244
2021-10-18,87,64,26,10,10,3,23,177
2021-10-19,72,58,34,10,10,4,24,164
2021-10-20,81,56,37,11,11,5,27,174
2021-10-21,112,66,32,13,12,4,29,210
2021-10-22,131,69,29,13,9,3,25,229
2021-10-23,91,90,43,7,10,3,20,224
2021-10-24,74,77,36,6,8,3,17,187
2021-10-25,92,66,30,9,10,3,22,188
2021-10-26,84,63,36,9,10,4,23,183
2021-10-27,105,70,38,13,11,5,29,213
2021-10-28,95,72,29,11,12,4,27,196
2021-10-29,110,77,32,7,8,3,18,219
2021-10-30,148,80,37,9,7,2,18,265
2021-10-31,97,80,43,10,10,4,24,220
2021-11-01,99,82,33,9,11,3,23,214
2021-11-02,87,49,23,11,10,3,24,159
2021-11-03,101,67,38,11,10,3,24,206
2021-11-04,107,63,41,12,8,4,24,211
2021-11-05,122,62,32,11,8,2,21,216
2021-11-06,123,78,45,9,9,3,21,246
2021-11-07,94,74,44,7,11,5,23,212
2021-11-08,110,43,30,11,8,3,22,183
2021-11-09,92,57,22,9,10,3,22,171
2021-11-10,97,64,34,11,13,4,28,195
2021-11-11,110,72,42,9,8,3,20,224
2021-11-12,123,67,33,8,7,2,17,223
2021-11-13,110,69,35,9,10,4,23,214
2021-11-14,102,67,37,12,10,4,26,206
2021-11-15,98,52,24,12,9,3,24,174
2021-11-16,95,45,33,16,12,6,34,173
2021-11-17,75,49,33,13,11,6,30,157
2021-11-18,75,42,34,11,9,6,26,151
2021-11-19,92,58,30,12,10,4,26,180
2021-11-20,101,74,29,8,10,3,21,204
2021-11-21,100,58,34,10,10,4,24,192
2021-11-22,76,54,27,14,13,5,32,157
2021-11-23,68,46,32,13,12,6,31,146
2021-11-24,74,63,29,13,17,6,36,166
2021-11-25,112,53,33,19,13,6,38,198
2021-11-26,90,58,20,12,12,3,27,168
2021-11-27,106,78,27,11,11,3,25,211
2021-11-28,72,46,27,13,11,5,29,145
2021-11-29,49,37,24,16,14,7,37,110
2021-11-30,46,30,25,25,19,11,55,101
2021-12-01,55,40,23,18,16,7,41,118
2021-12-02,47,31,26,33,24,15,72,104
2021-12-03,58,39,24,25,18,8,51,121
2021-12-04,64,50,29,12,12,6,30,143
2021-12-05,65,46,27,15,13,6,34,138
2021-12-06,44,37,22,31,25,13,69,103
2021-12-07,45,35,24,16,14,7,37,104
2021-12-08,49,38,27,26,26,12,64,114
2021-12-09,56,32,28,36,20,14,70,116
2021-12-10,52,33,22,26,16,8,50,107
2021-12-11,76,51,28,14,10,4,28,155
2021-12-12,65,45,27,14,12,6,32,137
2021-12-13,48,34,21,24,19,10,53,103
2021-12-14,47,32,23,29,20,11,60,102
2021-12-15,46,33,24,34,23,13,70,103
2021-12-16,53,33,19,22,13,6,41,105
2021-12-17,50,40,22,18,14,6,38,112
2021-12-18,96,52,26,14,10,4,28,174
2021-12-19,41,4,16,0,0,0,0,61
2021-12-20,0,17,0,0,0,0,0,17
2021-12-21,0,0,0,0,0,0,0,0
2021-12-22,0,0,0,0,0,0,0,0
2021-12-23,0,0,0,0,0,0,0,0
2021-12-24,0,0,0,0,0,0,0,0
2021-12-25,0,0,0,0,0,0,0,0
2021-12-26,0,0,0,0,0,0,0,0
2021-12-27,0,0,0,0,0,0,0,0
2021-12-28,0,0,0,0,0,0,0,0
2021-12-29,0,0,0,0,0,0,0,0
2021-12-30,0,0,0,0,0,0,0,0
2021-12-31,0,0,0,0,0,0,0,0
2022-01-01,0,0,0,0,0,0,0,0
2022-01-02,0,0,0,0,0,0,0,0
2022-01-03,0,0,0,0,0,0,0,0
2022-01-04,0,0,0,0,0,0,0,0
2022-01-05,0,0,0,0,0,0,0,0
2022-01-06,0,0,0,0,0,0,0,0
2022-01-07,0,0,0,0,0,0,0,0
2022-01-08,0,0,0,0,0,0,0,0
2022-01-09,0,0,0,0,0,0,0,0
2022-01-10,7,0,0,0,0,0,0,7
2022-01-11,0,0,0,0,0,0,0,0
2022-01-12,0,0,0,0,0,0,0,0
2022-01-13,0,0,0,0,0,0,0,0
2022-01-14,0,12,11,0,0,0,0,23
2022-01-15,0,0,0,0,0,0,0,0
2022-01-16,0,0,0,0,0,0,0,0
2022-01-17,0,0,0,0,0,0,0,0
2022-01-18,0,0,0,0,0,0,0,0
2022-01-19,0,0,0,0,0,0,0,0
2022-01-20,4,0,0,0,0,0,0,4
2022-01-21,0,0,0,0,0,0,0,0
2022-01-22,0,0,0,0,0,0,0,0
2022-01-23,0,0,0,0,0,0,0,0
2022-01-24,0,10,0,0,0,0,0,10
2022-01-25,8,29,4,0,0,0,0,41
2022-01-26,101,60,37,22,12,6,40,198
2022-01-27,107,54,36,26,14,7,47,197
2022-01-28,98,57,39,13,9,5,27,194
2022-01-29,127,65,43,13,7,4,24,235
2022-01-30,127,59,41,15,9,4,28,227
2022-01-31,67,39,34,29,21,10,60,140
2022-02-01,59,54,34,12,13,5,30,147
2022-02-02,79,48,37,23,14,9,46,164
2022-02-03,74,43,39,19,10,8,37,156
2022-02-04,87,48,39,14,10,5,29,174
2022-02-05,129,66,35,14,8,3,25,230
2022-02-06,79,52,37,18,14,8,40,168
2022-02-07,72,56,34,23,18,6,47,162
2022-02-08,68,62,33,14,15,5,34,163
2022-02-09,73,58,33,27,21,8,56,164
2022-02-10,83,55,39,24,17,9,50,177
2022-02-11,90,69,37,12,11,5,28,196
2022-02-12,127,73,34,10,7,3,20,234
2022-02-13,96,59,37,12,8,4,24,192
2022-02-14,93,65,39,11,8,3,22,197
2022-02-15,68,53,30,14,13,4,31,151
2022-02-16,64,60,32,17,18,7,42,156
2022-02-17,77,47,38,14,10,6,30,162
2022-02-18,67,58,36,20,19,9,48,161
2022-02-19,121,83,44,11,9,3,23,248
2022-02-20,85,68,38,14,13,6,33,191
2022-02-21,61,54,29,18,16,6,40,144
2022-02-22,76,49,32,18,13,5,36,157
2022-02-23,71,59,38,12,12,6,30,168
2022-02-24,76,58,43,16,12,7,35,177
2022-02-25,97,65,38,14,10,4,28,200
2022-02-26,125,85,44,10,8,3,21,254
2022-02-27,100,83,39,11,10,4,25,222
2022-02-28,85,59,37,12,10,3,25,181
2022-03-01,82,69,39,11,11,4,26,190
2022-03-02,79,69,36,15,14,4,33,184
2022-03-03,78,57,38,13,10,5,28,173
2022-03-04,110,76,36,15,11,4,30,222
2022-03-05,122,98,35,11,9,3,23,255
2022-03-06,122,90,40,10,10,4,24,252
2022-03-07,79,68,34,15,14,6,35,181
2022-03-08,76,64,33,11,10,4,25,173
2022-03-09,84,68,34,15,12,5,32,186
2022-03-10,78,69,40,12,11,5,28,187
2022-03-11,94,71,39,11,10,4,25,204
2022-03-12,122,92,34,10,9,3,22,248
2022-03-13,108,78,40,11,10,4,25,226
2022-03-14,83,72,35,14,13,3,30,190
2022-03-15,77,64,38,13,12,5,30,179
2022-03-16,74,70,39,12,13,5,30,183
2022-03-17,90,63,32,13,10,4,27,185
2022-03-18,100,73,30,12,10,3,25,203
2022-03-19,130,84,50,10,9,3,22,264
2022-03-20,104,80,32,11,9,3,23,216
2022-03-21,88,64,32,12,9,4,25,184
2022-03-22,82,66,39,10,10,4,24,187
2022-03-23,105,70,35,15,11,3,29,210
2022-03-24,105,70,30,12,11,3,26,205
2022-03-25,122,81,33,11,9,3,23,236
2022-03-26,134,92,43,9,7,3,19,269
2022-03-27,122,86,43,11,9,4,24,251
2022-03-28,104,78,33,13,10,3,26,215
2022-03-29,97,65,41,10,8,3,21,203
2022-03-30,104,68,37,10,8,3,21,209
2022-03-31,101,68,40,14,10,5,29,209
2022-04-01,106,65,40,10,8,4,22,211
2022-04-02,133,85,46,7,7,3,17,264
2022-04-03,120,67,55,10,7,3,20,242
2022-04-04,99,74,31,11,9,2,22,204
2022-04-05,92,70,39,11,10,4,25,201
2022-04-06,100,67,37,9,9,3,21,204
2022-04-07,100,82,38,9,10,3,22,220
2022-04-08,115,89,43,11,10,3,24,247
2022-04-09,142,100,43,8,8,3,19,285
2022-04-10,126,80,44,7,7,3,17,250
2022-04-11,119,70,32,9,7,3,19,221
2022-04-12,114,68,40,9,7,3,19,222
2022-04-13,117,75,36,9,7,3,19,228
2022-04-14,113,78,40,10,8,3,21,231
2022-04-15,141,85,44,9,7,3,19,270
2022-04-16,141,95,36,6,8,2,16,272
2022-04-17,135,79,57,11,9,4,24,271
2022-04-18,147,79,53,12,9,4,25,279
2022-04-19,109,81,41,7,7,2,16,231
2022-04-20,121,84,36,9,8,3,20,241
2022-04-21,116,84,43,9,9,3,21,243
2022-04-22,125,93,44,8,9,2,19,262
2022-04-23,141,94,42,7,8,2,17,277
2022-04-24,130,100,46,7,9,3,19,276
2022-04-25,121,72,37,8,7,3,18,230
2022-04-26,128,74,39,8,8,4,20,241
2022-04-27,115,83,42,13,14,3,30,240
2022-04-28,100,67,48,7,8,3,18,215
2022-04-29,116,93,53,7,9,2,18,262
2022-04-30,159,96,61,6,7,3,16,316
2022-05-01,126,79,68,6,7,3,16,273
2022-05-02,110,69,38,7,7,2,16,217
2022-05-03,110,73,45,6,7,2,15,228
2022-05-04,128,82,53,7,8,2,17,263
2022-05-05,127,74,46,8,7,2,17,247
2022-05-06,140,87,56,6,8,2,16,283
2022-05-07,164,98,41,5,8,2,15,303
2022-05-08,117,67,44,7,8,3,18,228
2022-05-09,127,81,37,9,9,2,20,245
2022-05-10,109,68,43,8,8,2,18,220
2022-05-11,121,68,32,6,9,3,18,221
2022-05-12,116,78,48,9,9,2,20,242
2022-05-13,114,75,46,7,7,2,16,235
2022-05-14,140,91,40,6,8,2,16,271
2022-05-15,123,82,46,7,9,2,18,251
2022-05-16,103,80,35,7,8,2,17,218
2022-05-17,118,79,40,10,9,2,21,237
2022-05-18,106,81,35,10,10,1,21,222
2022-05-19,109,72,50,8,9,2,19,231
2022-05-20,106,83,50,9,9,2,20,239
2022-05-21,139,85,40,8,7,2,17,264
2022-05-22,140,73,56,5,6,3,14,269
2022-05-23,126,78,44,10,9,2,21,248
2022-05-24,118,75,45,9,10,4,23,238
2022-05-25,111,89,45,9,13,4,26,245
2022-05-26,134,83,43,11,13,3,27,260
2022-05-27,158,91,60,8,8,3,19,309
2022-05-28,134,89,51,7,7,2,16,274
2022-05-29,143,71,56,6,7,3,16,270
2022-05-30,134,81,41,7,10,2,19,256
2022-05-31,123,68,40,7,8,3,18,231
2022-06-01,125,80,36,10,11,2,23,241
2022-06-02,125,73,39,9,8,2,19,237
2022-06-03,138,84,49,7,8,2,17,271
2022-06-04,141,90,54,6,7,3,16,285
2022-06-05,148,76,55,12,9,4,25,279
2022-06-06,133,86,51,13,11,3,27,270
2022-06-07,120,81,46,10,9,3,22,247
2022-06-08,136,89,37,9,10,2,21,262
2022-06-09,120,80,32,10,11,2,23,232
2022-06-10,149,87,41,11,9,2,22,277
2022-06-11,136,95,41,7,8,2,17,272
2022-06-12,128,77,57,7,7,3,17,262
2022-06-13,130,82,39,8,7,2,17,251
2022-06-14,129,76,50,9,8,2,19,255
2022-06-15,139,89,36,10,9,2,21,264
2022-06-16,133,87,38,11,9,2,22,258
2022-06-17,134,78,40,9,7,2,18,252
2022-06-18,153,88,49,7,7,2,16,290
2022-06-19,136,76,57,7,8,3,18,269
2022-06-20,126,79,47,9,8,2,19,252
2022-06-21,136,73,38,9,8,2,19,247
2022-06-22,132,80,44,10,8,2,20,256
2022-06-23,148,83,44,10,9,2,21,275
2022-06-24,146,84,49,9,9,3,21,279
2022-06-25,152,85,53,7,8,3,18,290
2022-06-26,157,72,58,7,6,3,16,287
2022-06-27,125,82,44,10,9,2,21,251
2022-06-28,124,74,38,7,7,2,16,236
2022-06-29,127,83,51,6,8,3,17,261
2022-06-30,120,86,42,8,10,2,20,248
2022-07-01,136,80,48,9,8,2,19,264
2022-07-02,160,92,50,7,7,2,16,302
2022-07-03,156,102,46,7,8,2,17,304
2022-07-04,129,76,38,8,7,2,17,243
2022-07-05,133,84,47,9,8,2,19,264
2022-07-06,127,76,41,11,9,3,23,244
2022-07-07,130,85,51,9,9,3,21,266
2022-07-08,151,82,49,10,8,2,20,282
2022-07-09,158,94,59,9,8,2,19,311
2022-07-10,129,79,43,9,8,3,20,251
2022-07-11,133,79,45,10,7,2,19,257
2022-07-12,125,81,47,11,9,3,23,253
2022-07-13,143,82,42,10,9,3,22,267
2022-07-14,132,87,49,10,10,3,23,268
2022-07-15,143,79,52,11,8,2,21,274
2022-07-16,170,85,49,11,7,2,20,304
2022-07-17,151,85,47,9,7,2,18,283
2022-07-18,124,79,46,10,8,2,20,249
2022-07-19,129,79,54,11,8,3,22,262
2022-07-20,132,81,41,10,9,3,22,254
2022-07-21,125,89,50,10,11,3,24,264
2022-07-22,142,88,49,9,8,2,19,279
2022-07-23,152,94,54,8,8,2,18,300
2022-07-24,153,87,43,9,8,2,19,283
2022-07-25,142,84,39,9,8,2,19,265
2022-07-26,122,79,47,9,9,3,21,248
2022-07-27,132,87,50,7,8,2,17,269
2022-07-28,133,91,42,9,10,3,22,266
2022-07-29,142,94,51,10,9,3,22,287
2022-07-30,156,100,46,9,8,2,19,302
2022-07-31,131,86,44,9,9,3,21,261
2022-08-01,143,76,38,10,6,2,18,257
2022-08-02,146,78,50,11,8,3,22,274
2022-08-03,144,89,54,10,10,3,23,287
2022-08-04,149,86,49,11,9,3,23,284
2022-08-05,157,79,42,10,8,2,20,278
2022-08-06,151,82,53,7,7,3,17,286
2022-08-07,147,82,34,8,7,2,17,263
2022-08-08,127,81,50,9,8,2,19,258
2022-08-09,130,92,52,8,9,3,20,274
2022-08-10,121,93,30,8,9,2,19,244
2022-08-11,161,88,52,9,8,3,20,301
2022-08-12,154,78,49,8,6,3,17,281
2022-08-13,143,76,63,7,8,2,17,282
2022-08-14,126,80,57,5,8,3,16,263
2022-08-15,110,77,51,8,9,2,19,238
2022-08-16,152,90,54,8,8,2,18,296
2022-08-17,141,78,51,10,9,3,22,270
2022-08-18,160,76,56,9,7,3,19,292
2022-08-19,157,91,60,8,7,2,17,308
2022-08-20,158,105,53,7,9,2,18,316
2022-08-21,152,75,58,7,7,2,16,285
2022-08-22,132,82,51,9,8,2,19,265
2022-08-23,149,87,54,9,9,3,21,290
2022-08-24,138,72,41,7,8,2,17,251
2022-08-25,136,81,48,6,10,3,19,265
2022-08-26,162,100,52,8,10,2,20,314
